title,industry,company,city,state,zipcode,payLow,payHigh,payType,description
Assistant City Manager,creative arts,City of Ojai,Ojai,CA,93023,113131,138020,year,A creative problem solver who can resolve interpersonal conflicts and build consensus among groups with diverse viewpoints.Sick Leave: 96.0 hours per year.
Digital Photography QC Manager,creative arts,Rooms To Go,Atlanta,GA,null,75000,85000,year,Manages all aspects of Photography Quality Control produced by Team.Responsible for providing necessary direction and supervision in delivering best in classΓÇª
Senior Assistant Director 6 Points Creative Arts Academy,creative arts,Union for Reform Judaism,Remote in,PA,19382,48000,52000,year,Salary Range: * $48000 - $52000 plus competitive benefits package.Employment Type: * Full Time Benefits Eligible.This includes travel during weekends.
Concept Artist,creative arts,2K,Novato,CA,null,0,0,null,Collaborate closely with the Art Director and other artists to produce quality designs that define and expand the look of the game.
Assistant Professor of Film and Digital Arts,creative arts,University of New Mexico,Albuquerque,NM,87106,0,0,null,Statement addressing your contributions to diversity equity inclusion and belonging through research creative work and/or service and how your teachingΓÇª
Expressive Arts/Holistic Psychotherapist (LMHC or equivalent...,creative arts,Cherubino Health Center,Southborough,MA,1772,60,80,hour,The ideal Expressive Arts/Holistic Psychotherapist holds a current license in Mental Health Counseling (LMHC) or equivalent with their own liability insuranceΓÇª
Freelance Designer,creative arts,Rambler,Austin,TX,null,0,0,null,Bachelor's degree in graphic arts design communications or related field.Work closely with our partner agency to understand the creative direction for theΓÇª
Booking & PR Associate,creative arts,Fremont Abbey Arts Center,Seattle,WA,null,18,23,hour,This role is responsible for booking bands and other artists for Abbey Arts presented concerts and multi-arts creative experiences.Share of food snacks etc.
Temporary Videogame Tester - German,creative arts,Electronic Arts,Delaware,null,null,0,0,null,As a Localization Tester your main role will be to check the linguistic quality of localized products and ensure they follow EA procedures and requirementsΓÇª
Arts Positions - Seasonal,creative arts,The Maryland-National Capital Park and Planning...,Prince George,MD,null,11.75,14.37,hour,Artists needed to teach a wide variety of art genres and media including all visual arts media and many performing arts specialties.
Marketing Assistant (Remote),creative arts,Story Companies,Remote,null,null,11,16,hour,This position is great for someone who is looking for part time work and enjoyΓÇÖs being creative and organized.Engage and Increase Facebook Group engagement.
Student Worker Communication and Creative Arts,creative arts,Purdue University,Hammond,IN,46323,0,0,null,Answering phone greeting visitors general office duties including but not limited to: posting notices of cancelled classes/room changes making copies forΓÇª
Creative Solutions Coordinator (Remote),creative arts,International Fresh Produce,Remote in,DE,19711,0,0,null,Knowledge of the creative process with the ability to manage projects from conception to completion.Ability to communicate clearly with coworkers freelancersΓÇª
Assistant Content Manager,creative arts,Electronic Arts,San Francisco,CA,94105,0,0,null,As an Assistant Content Manager you will report to the Development Director to support all aspects of content production including data entry inventoryΓÇª
Creative Producer,creative arts,LifeWay Christian Resources,Hybrid remote,TN,37234,0,0,null,Serve as the creative lead for producing worship services at camp.As a Creative Producer you will collaborate with the Student Life Camps team to design allΓÇª
Art Gallery Curator,creative arts,APR57Art,New York,NY,10019,38843,88100,year,Interest/experience/knowledge in the arts and art history.We are looking to fill our (part-time & full-time) Art Curator & Assistant position to mainly:
Creative Operations Coordinator,creative arts,Tommy John,New York,NY,10005,0,0,null,Own and manage creative assets in Digital Asset Management (DAM) system.The ideal candidate is someone with excellent interpersonal and project managementΓÇª
Creative Writing Instructor (Artist),creative arts,Arts in CT,New Haven,CT,6515,36,45,hour,Creative writing: 5 years (Preferred).Job Types: Part-time Contract.
Creative Designer,creative arts,Fresh N' Lean,Anaheim,CA,92801,0,0,null,Help to evolve creative direction for the company as well as brand guidelines.Bachelor's degree in graphic arts design communications or related field.
Freelance Designer,creative arts,Northeastern University,Boston,MA,null,0,0,null,Effective at communicating conceptual ideas and design rationale.Proficient with Adobe Creative Suite and Microsoft Office.
Host,creative arts,Girl & the Goat - Los Angeles,Los Angeles,CA,null,0,0,null,Welcoming guests with friendly and hospitable customer service.Utilizing OpenTableΓÇÖs GuestCenter to manage reservations.Seating guests in the dining room.
Polisher Jewelry Design and Innovation Workshop (JDIW),creative arts,Tiffany & Co,New York,NY,null,0,0,null,Formal creative design training and experience with a high degree of aesthetic sensibility.The Polisher will support all aspects related to JDIW projects.
Polisher Jewelry Design and Innovation Workshop (JDIW),creative arts,Tiffany & Co,New York,NY,null,0,0,null,Formal creative design training and experience with a high degree of aesthetic sensibility.The Polisher will support all aspects related to JDIW projects.
Creative Developer,creative arts,Sosolimited,Remote in,MA,2114,0,0,null,The ideal candidate has 2+ years of professional web or graphics programming experience who is also interested in visual arts and design.
Visitor Experience Coordinator,creative arts,New York Transit Museum,Brooklyn,NY,11201,25,25,hour,Facilitate and support history arts and science-focused drop-in experiences for visitors.As an important member of the front-line team this position reportsΓÇª
2022-23 Partnerships (Sponsorship) Assistantship,creative arts,Orange Bowl Committee,Hialeah,FL,33016,1910,1910,month,STATUS: Temporary Full-Time Non Exempt.The Orange Bowl is seeking applicants who desire a career in the sports industry for an entry level seasonal positionΓÇª
Worship and Creative Arts Minister,creative arts,Rochester Church of Christ,Rochester Hills,MI,48307,40000,70000,year,Uses imagination and creative thinking to resolve potential conflicts.Additionally this person will strive for worship excellence through (1) the developmentΓÇª
Liberal Arts Writer,creative arts,Oregon State University,Corvallis,OR,97331,12.75,12.75,hour,The College of Liberal Arts is seeking a creative and engaging student writer who is highly motivated enthusiastic and gifted at storytelling.
ARTS REPORTER,creative arts,University of Washington,Seattle,WA,98195,66000,75000,year,Pursue stories at the intersection of arts culture and underrepresented communities.Convene and host conversations with the local arts communities and engageΓÇª
Associate Registrar Exhibitions,creative arts,Woodruff Arts Center,Atlanta,GA,null,0,0,null,Produce applications for commercial fine arts insurance US Federal Indemnity and Immunity from Seizure and manage compliance.
Product Production (Blend & Bagging) Specialist,creative arts,The Spice & Tea Exchange,Rehoboth Beach,DE,19971,0,0,null,We are seeking part-time support in hand crafting our custom blends packaging products for the sales floor and building our collections gift sets andΓÇª
